symbol,direction,entry_dt,exit_dt,entry,exit,stop_loss,take_profit,size,pnl_pips,pnl_gross,pnl,bars_held,exit_reason,cost_model_status,adx_entry,atr_entry,ema_distance,trend_gap,session,year
USDJPY,1,2021-07-15 16:00:00,2021-07-16 00:00:00,110.066,109.74597,109.74597,110.70606,0.3339,-32.0,-97.24,-96.94,2,stop_loss,OK,34.8089,0.21335,-1.28348,0.65448,new_york,2021
USDJPY,1,2021-07-16 04:00:00,2021-07-19 12:00:00,109.882,109.55865,109.55865,110.52871,0.3272,-32.3,-96.28,-90.66,8,stop_loss,OK,35.06896,0.21557,-1.89906,0.46579,tokyo,2021
USDJPY,1,2021-09-09 16:00:00,2021-09-09 20:00:00,109.899,109.6641,109.6641,110.3688,0.4462,-23.5,-95.38,-98.6,1,stop_loss,OK,22.04126,0.1566,-0.69415,0.32611,new_york,2021
USDJPY,1,2021-09-10 00:00:00,2021-09-13 08:00:00,109.652,110.12799,109.414,110.12799,0.4358,47.6,188.77,196.25,8,take_profit,OK,22.03204,0.15866,-1.56664,0.21195,tokyo,2021
USDJPY,1,2021-10-01 20:00:00,2021-10-05 12:00:00,111.003,111.266,110.60517,111.79865,0.2661,26.3,63.69,70.42,10,time_exit,OK,33.39764,0.26522,0.28892,2.50874,new_york,2021
USDJPY,1,2021-10-29 00:00:00,2021-11-01 08:00:00,113.573,114.36243,113.17829,114.36243,0.2702,78.9,194.11,198.74,8,take_profit,OK,22.04049,0.26314,-0.76146,5.04459,tokyo,2021
USDJPY,1,2021-11-09 12:00:00,2021-11-10 16:00:00,112.85,113.61745,112.46628,113.61745,0.2836,76.7,198.06,198.32,7,take_profit,OK,26.09033,0.25582,-3.09972,2.8875,london,2021
USDJPY,1,2021-11-10 16:00:00,2021-11-12 00:00:00,113.445,114.20641,113.0643,114.20641,0.2916,76.1,202.04,209.42,8,take_profit,OK,27.61805,0.2538,-0.19206,2.2828,new_york,2021
USDJPY,1,2021-11-15 08:00:00,2021-11-16 16:00:00,113.824,114.53258,113.46971,114.53258,0.3198,70.9,206.21,206.5,8,take_profit,OK,20.78519,0.23619,0.41766,2.76658,tokyo,2021
USDJPY,1,2021-11-18 00:00:00,2021-11-19 12:00:00,114.027,113.6329,113.6329,114.81519,0.2933,-39.4,-105.19,-104.92,9,stop_loss,OK,33.1032,0.26273,0.27896,2.97147,tokyo,2021
USDJPY,1,2021-11-19 20:00:00,2021-11-22 20:00:00,113.98,114.85746,113.54127,114.85746,0.2608,87.7,208.25,212.72,6,take_profit,OK,22.02089,0.29249,-0.34912,2.4791,new_york,2021
USDJPY,1,2021-11-29 00:00:00,2021-11-29 08:00:00,113.685,113.13828,113.13828,114.77845,0.2136,-54.7,-106.27,-107.81,2,stop_loss,OK,30.37299,0.36448,-3.51905,2.18352,tokyo,2021
USDJPY,1,2021-11-29 12:00:00,2021-11-30 08:00:00,113.339,112.72296,112.72296,114.57107,0.1876,-61.6,-105.17,-105.0,5,stop_loss,OK,33.68171,0.41069,-2.5773,1.65702,london,2021
USDJPY,1,2021-11-30 20:00:00,2021-12-02 16:00:00,113.107,113.196,112.37675,114.5675,0.1567,8.9,12.69,16.66,10,time_exit,OK,35.37915,0.48683,-2.02872,0.84382,new_york,2021
USDJPY,1,2021-12-02 16:00:00,2021-12-06 08:00:00,112.921,113.25,112.32026,114.12249,0.1908,32.9,57.12,61.95,10,time_exit,OK,23.32655,0.4005,-1.28836,0.37432,new_york,2021
USDJPY,1,2022-01-14 00:00:00,2022-01-14 04:00:00,114.158,113.75941,113.75941,114.95518,0.2893,-39.9,-104.93,-107.03,1,stop_loss,OK,31.30698,0.26573,-3.67799,2.00936,tokyo,2022
